id,posterior_p_a,posterior_inv_temp,posterior_state_exploration,posterior_Rsensitivity,posterior_eta_d_win,posterior_eta_d_loss,posterior_eta_a,posterior_omega,fixed_parameter_exploration,fixed_reward_value,fixed_l_loss_value
567dd32b4f0ef30006dbb718,0.723079297989211,4.24828462553671,3.52351361559809,2.75801778653588,0.495804212443275,0.536619112327646,0.757353802247275,0.135396372747939,0,1,1
5685850c333cbd000d4e042f,0.776795442664393,6.36612657597605,2.27994709307446,0.621157323268283,0.636674174589529,0.386677365983109,0.445451865318436,0.0722167115903999,0,1,1
568d0641b5a2c2000cb657d0,0.949534107771624,5.85587154079465,1.44881130533219,0.517347149862115,0.753907197422034,0.261228912326078,0.0755071412618339,0.010728836119575,0,1,1
5694e7b5e0c800000b5a3841,0.718783278551115,6.67738059072808,2.59124936714751,3.73405835926845,0.393403740096682,0.31863249884432,0.190901825779715,0.0211514992258089,0,1,1
56b72c28f2fc70000c32fb37,0.930039724694363,6.1068635923406,1.91827354615645,2.61529945013499,0.470831245397552,0.516330063931307,0.107974714835317,0.02443787239226,0,1,1
56e225c2ec0fdd000641e72d,0.683857351562471,2.99312643928379,3.53771249374048,3.32481690803025,0.649827152179124,0.673636366305144,0.740958695850948,0.330133353185084,0,1,1
56e8bf5a870a8e000b4a8d6e,0.937206929010313,5.01085630656303,1.36159689292503,2.51126823712024,0.687940496330687,0.451508071659063,0.0316013270328236,0.0173638990086978,0,1,1
56ec9fa4f9ffc4000ac1941b,0.91369431719455,4.82849538837332,2.32917579836217,3.35964810260939,0.172144875062033,0.412711244555986,0.222013346413655,0.0120222554121392,0,1,1
56f9364e895094000c8f4967,0.689760101384534,8.65216516374162,0.701255254989828,1.18318156697328,0.608029132668989,0.0978734589544065,0.5,0.314064242842306,0,1,1
570f018053cc8f000f8d4bbb,0.663642207972757,5.22983881952486,2.78246045246706,1.91501148900998,0.40617209433969,0.364733481053953,0.621780714504294,0.0643668476306735,0,1,1
5769a352f48c3b00016737f9,0.734029932185412,11.6486147203865,2.05158425366492,0.756814198704524,0.171752354334542,0.07934706509643,0.758031012421909,0.158848990582933,0,1,1
576ad50bc8a90000010d99c8,0.899214251671847,3.20939878471313,1.46475287485619,2.53059101867286,0.397813590714143,0.535462584424528,0.537951329586959,0.0382417617789945,0,1,1
577599baca706f000190eb48,0.952191973920354,1.62915940145316,1.30727114645409,2.96258914901906,0.318278189463409,0.43718816712262,0.307210746414587,0.0133468831017496,0,1,1
57ad04adddc11d00015bb1c3,0.673236069143409,2.99447111790586,5.2052011228608,3.20014647742983,0.210992084991619,0.0984328987787887,0.752801776034963,0.169699089026345,0,1,1
57b771677bcf1a00013f2ba8,0.909581785932874,5.45621458064516,2.06342043499611,1.76122093672231,0.153172494100543,0.534704639688229,0.138441081698244,0.020442853626774,0,1,1
57d0a0bee3221e00015fe385,0.850798544932689,7.73702380954448,0.652087649344915,1.81187802952734,0.700496495891156,0.0927039918293017,0.372683227506455,0.295082932129164,0,1,1
581649f0b434f0000184d2a9,0.925218696431991,5.0540604036622,2.15906527885939,3.65668087448816,0.22279355159163,0.482603469320955,0.194474051529087,0.0511856514547831,0,1,1
586371807fbbcd00013972ad,0.547581305710156,2.26879896674395,81.6293972952464,3.41494033598908,0.151467107854642,0.470169055375564,0.794161984317868,0.0553518746456973,0,1,1
587418895c17910001ea4e75,0.617004353677315,3.63395547078419,10.5879107258481,2.80660357772664,0.728769412190696,0.5126364946697,0.665788359466491,0.360425908643022,0,1,1
58935d5d4d77be0001689f14,0.609385585829854,5.44629661927303,3.04533917715793,1.36205663498286,0.499486513697877,0.0656954345249514,0.619222025997553,0.112918096059483,0,1,1
58a5d6527cf56d0001f92567,0.8175707447087,3.82878727804259,1.96467185446855,3.05803639880897,0.624874770678716,0.356286633515455,0.705012953391559,0.0697330576862743,0,1,1
58acbfacea3d11000170e99a,0.597740263720714,1.83180916946276,6.55156895018018,2.3558124578585,0.461721950968543,0.448253674667014,0.654979690666631,0.108855830533684,0,1,1
58b0d5e700de9e0001863385,0.913528563218806,3.67417196618599,3.83851162705135,2.85543046471533,0.0996866372225264,0.342083267071363,0.46958074588235,0.0109988777768458,0,1,1
58d2cb10f5899100018a05b8,0.687770651041165,8.87369772630815,2.09238609083381,2.56856505495861,0.630303215768663,0.494084587091943,0.632361757700561,0.118716617364003,0,1,1
58f90ebc3f4fef000199e2fd,0.722902867749728,9.8797340006282,2.18550969097741,0.780022097561398,0.574710743096496,0.611394062509285,0.046360623712235,0.0044951120498872,0,1,1
598fba148380cc00012a3ce7,0.5982429185083,3.42693921950971,4.42792064669732,3.01612523338341,0.674830844797936,0.466329650895163,0.773573995855869,0.208065545628188,0,1,1
59948cbdcf1d1700016efa45,0.920290247403769,5.78680247199036,1.6564993171574,2.17208074427957,0.677849300112897,0.455651286894927,0.343549369723794,0.0485867773471937,0,1,1
59ae8d282a78fd00010b80e7,0.71089422323276,5.23844331006591,2.72159993221358,1.90324875022777,0.419009164743892,0.256673398547368,0.467585419224196,0.0696210021302006,0,1,1
59c0782e5364260001dc4740,0.703758728639641,9.11532933382363,0.712153076648515,2.14192222632509,0.635679856816096,0.214020188054196,0.49982819359072,0.68227669389063,0,1,1
59dc458f77860e000151240e,0.826322849666837,6.37938974401888,1.77785991500652,1.18205460790781,0.464972249655262,0.640798474264087,0.217608819554637,0.0220381125861267,0,1,1
59f22a9fd6380600018b2929,0.788541846781462,4.90407631625612,1.46451501115506,3.03704810494791,0.755533550376576,0.544212400825209,0.675223351105731,0.360334367077418,0,1,1
5a348ea750833c0001ee9550,0.802744008897507,4.25996095209101,2.56820693329783,2.35388242898002,0.582002136792774,0.34077195490362,0.531098332720721,0.104319938916856,0,1,1
5a443812817d1800018d1179,0.911770872988277,3.92640792579433,2.41896428503324,2.58748449069085,0.417500762989454,0.508806892863496,0.104360642485592,0.0116210980757937,0,1,1
5a5ec79cacc75b00017aa095,0.682221675757503,5.51136375514,3.2589729777509,2.32912304360719,0.666615040404308,0.101817384409993,0.643406661011616,0.160225547992987,0,1,1
5a6eac90d5d4cb0001d6815a,0.690380592378806,3.3047625955576,4.41825360847029,2.83299491636389,0.353387558407361,0.213418596417258,0.537290540247811,0.115150256514759,0,1,1
5a95a63e4eecca0001dd4cfa,0.629461781963434,4.1121813034399,4.1535698149144,0.74263260013857,0.548539295616244,0.312128110795656,0.589020900459488,0.149404253004906,0,1,1
5a973481f05361000171dd86,0.600618337426636,1.90610613322281,8.85471634171618,2.78785895708439,0.56039688013412,0.216439437898538,0.788602253435372,0.342285801540782,0,1,1
5ac53209fa3b4e0001736f22,0.842578586811333,5.25525216931477,1.68291513498433,3.16292323545479,0.777378608725115,0.605579377331093,0.647321174723362,0.227648359480159,0,1,1
5afa19a4f856320001cf920f,0.671831262805751,8.80593173647376,0.724182235715509,2.8212880511239,0.642399530852617,0.198614494977051,0.5,0.110131234374954,0,1,1
5b23d0784fb0d40001e95407,0.710610592026326,8.02355426300349,1.35112849437252,0.933830299479536,0.563255941699262,0.103593934533468,0.618688289176937,0.0680379823783764,0,1,1
5b78542ef642ed0001517ca0,0.950172016318861,6.02059059638689,1.84151311939569,2.3241809242178,0.502588698768246,0.473398248367233,0.29139383741843,0.0177877367891812,0,1,1
5b824fb6cc06660001a302d4,0.919362109454833,3.29331997080888,2.05637508282901,2.74206777881617,0.487229301633362,0.633246857778345,0.104334883612596,0.017904314417585,0,1,1
5b87b6932be8a60001f74588,0.537048864708328,6.69184236446219,6.43164025453059,2.34763706207133,0.67870624060135,0.730319251105084,0.709022087955864,0.55419608710089,0,1,1
5b87e73d53303600015ea51c,0.927646363904493,2.08248487518548,5.56030780941152,0.986540382744999,0.377056892460724,0.420401728402779,0.0206925080651786,0.0143868610762165,0,1,1
5b915c9d22d85d000115c0f5,0.863635144285193,3.93227522322619,1.76195153149968,3.44972313062742,0.799936040014926,0.588065635159248,0.672831190451502,0.46158675252322,0,1,1
5bcc60b95c2b810001dc68e2,0.691491564366018,8.26552089329981,0.705829427753452,0.939402889299184,0.527708591561404,0.0801893098247876,0.5,0.462668051671396,0,1,1
5bdce4e219b9ba000157e993,0.669116157310416,3.97556780839243,3.91226973195925,2.96832925982653,0.78928844323923,0.101355335248548,0.650819027385597,0.165323699368704,0,1,1
5c095f832570ea0001642474,0.753828293546221,6.56751978686973,2.17156384138671,3.28219567912464,0.0331594960922816,0.0391111974139026,0.0466919320062205,0.0039243382693652,0,1,1
5c0cb29e1b80df00017843d2,0.618545584245497,4.37651095112979,5.29680374638509,2.66880676302506,0.384563758250327,0.706707464336092,0.739460476320283,0.225893597813763,0,1,1
5c1188f4aa52ac00010697a6,0.652315906687723,4.22057222632898,3.63635888076125,0.635936327388405,0.531611647376195,0.330887984830566,0.720979669944331,0.174715544276442,0,1,1
5c27f83289f035000174a168,0.949038568975368,3.82169037628747,3.52904394984023,1.09575599361551,0.286743949924086,0.340826903122742,0.071960323880283,0.0077331651681041,0,1,1
5c28feff5ffcb7000128a541,0.846977091682093,4.86540919804315,1.14931890341291,3.18025574585422,0.449915625239403,0.638803367599885,0.618413429545911,0.0617520035123917,0,1,1
5c32e9588573070001641744,0.878948267575125,4.89507461125918,1.97008446487922,1.76459270489353,0.0982019430685564,0.192257979492272,0.529628498099775,0.0417822361967663,0,1,1
5c3c1617f5ebd500018596cb,0.779876337446608,12.1652033497964,0.835678453706704,0.559572483893756,0.315517708416571,0.731577510740926,0.50636908779444,0.479888237175925,0,1,1
5c4ea6cc889752000156dd8e,0.937488517286404,5.2324203572941,1.82105034343996,1.72660017012632,0.275030987850458,0.583290819972074,0.213985717100303,0.0318041579436414,0,1,1
5c52bfa7d3cc6b0001d9352e,0.83861969373807,2.84718923188821,2.6597811118405,1.74104100961752,0.483002834352381,0.332679894443646,0.673133888458862,0.131705207383909,0,1,1
5c567e2acc53750001751cb0,0.796537445868637,9.10841383617955,0.962083584709783,1.56512286606349,0.733184896580077,0.179767951989286,0.520818881220959,0.525097950682369,0,1,1
5c61ab19776b38000156cc95,0.652043052602945,3.15760918695852,8.55677904417839,3.34243330213631,0.665465180709228,0.660148250583622,0.780435023098638,0.654085834141583,0,1,1
5c699a5d21e90e00018e80b3,0.578331817810266,5.76433613471945,5.05963992623353,2.32357889062395,0.720796098300496,0.141500622229126,0.729298022280518,0.223008008388199,0,1,1
5c69f9dd4b5bb30001b3d31c,0.935349659504997,6.5661704833146,1.22067747195483,0.698034766641171,0.584139927573828,0.27237262306775,0.142345211088799,0.0221721403185697,0,1,1
5c9623dd35599200175642e4,0.590875875211392,4.05910264693219,16.6505587322018,2.8251632112641,0.316632534755882,0.249311640623511,0.424685317492732,0.0175305968914637,0,1,1
5ca749ff98b35f0001f7559d,0.895209866929725,0.63550183221266,14.6009168962214,3.05807329334884,0.524781438145611,0.319319334555448,0.725968977516073,0.0864639638145347,0,1,1
5cad159b9488590017fcc497,0.906114831659999,4.03228567798915,1.30403228546691,2.85925438902894,0.470681078770255,0.555839477139801,0.597402568166707,0.0603546197092702,0,1,1
5cd08e2ff59e0a0013563602,0.5485046073189,5.77055502958442,4.22265750999309,1.49928060431101,0.231955497399222,0.310766010200996,0.667009282584286,0.306868404106629,0,1,1
5cfecc1e96681500168a1799,0.656369022589048,5.04118180198783,3.90475174989263,1.17814067528731,0.63016154250758,0.238149230828908,0.505218932348397,0.057992207314589,0,1,1
5d012930cfeb82001817c9c9,0.683551242538465,8.76316124311694,1.76373818848149,2.35016874348742,0.662270185630262,0.482104002493315,0.65261348185566,0.145970033558459,0,1,1
5d016916c12fb900015320ea,0.601473069397098,2.68764633785056,6.48311278121661,2.34170548287024,0.285797758717081,0.745638987687523,0.695140615578013,0.371443848667201,0,1,1
5d0a8a22c0fd80001626e38d,0.664316566169052,5.93183163918658,3.46037336430678,3.15920113367156,0.375019433014839,0.382901396932977,0.551924579277043,0.0376873618929208,0,1,1
5d2e4267565e1200017efb42,0.883816786230447,6.00337371456612,1.13329165099162,1.83111146243485,0.241604962528918,0.718155594218757,0.540607652621925,0.0352236710334092,0,1,1
5d332957d0635b00013bd785,0.932424442977117,5.18359355356787,1.66131505208327,2.78078423913396,0.280782012666012,0.400891486275015,0.331610141309855,0.0325284493045255,0,1,1
5d3f5c8f0d0d29001a4bd973,0.808659156088379,6.98260668118197,0.909665465660187,2.2394275777776,0.709791481633685,0.315590994410713,0.45666127781567,0.705266387339894,0,1,1
5d453e8723a5bb0001492546,0.641670155575883,5.89733149757804,3.47377331727777,2.84660661933615,0.784132316233271,0.257129513917723,0.717059852547378,0.296706902399358,0,1,1
5d50feca50bdcf0001e8d38a,0.690314862164507,3.0314797800934,5.86180926400907,3.4956830243547,0.816552553775977,0.274139397197565,0.706285978076099,0.556522971605224,0,1,1
5d586fdc8200f50001f03a0e,0.674478406863759,7.09330768625526,0.728599374896253,1.01393174343468,0.338797473865606,0.074034628890695,0.5,0.508714209347961,0,1,1
5d612ae16512d700159face7,0.648847258065976,6.61360500734565,0.698151786943545,0.808191698333755,0.296850683749611,0.295749316850634,0.499306686221527,0.248836439753766,0,1,1
5d6b596f76cca6000166d81d,0.917537886720789,5.69428335756685,2.05172472791613,2.90173068338968,0.541191967764119,0.253556348215274,0.600549090948823,0.0657122661572776,0,1,1
5d6ccfe1eeecbc0016213d93,0.739580406587878,5.28706562562284,0.729110145949848,1.83484230462963,0.396233381834719,0.597339554318024,0.521814197744805,0.213135015793292,0,1,1
5d7499693e40c60001081af3,0.902417985541826,6.82933320690856,1.74809149496845,2.83970885946402,0.56284965959942,0.780007230800069,0.0999130939445283,0.0190463634956491,0,1,1
5d7fb79ff44487001807463e,0.941701809090762,2.61642361853631,1.45177655396348,2.68749569806283,0.650778358820616,0.25005539794243,0.728331125019213,0.0298961129375309,0,1,1
5d849ee0a954540019f513dd,0.563121910838516,3.65517343330293,34.9246179294183,2.95228331654782,0.140918706593653,0.444023627960116,0.758576351711959,0.0530835541777891,0,1,1
5d88f2f8cefb52001a83f1b2,0.900214911345159,4.29890472547349,1.49125006930048,1.22697814007924,0.48335541946505,0.500613196168299,0.53401479579021,0.0794270891403701,0,1,1
5d9bdc6ff7bd5b001547ec77,0.757061150131072,2.91095468453195,2.48154323254153,2.33735801948663,0.422921431740438,0.423228077627481,0.596740256475834,0.0516170780853698,0,1,1
5dad4c34b3446a0015e3de93,0.764509376793991,8.08888265765825,2.18283587777439,3.05943987377038,0.399542773621972,0.302188914315803,0.0714078250774866,0.0174127881983666,0,1,1
5db0a97f127d4000117cdfa0,0.693730033080539,7.74991794940858,0.701850688667892,2.18194141075139,0.717974870298939,0.717235394657659,0.498354528341887,0.736067463502656,0,1,1
5db4ef4a2986a3000be1f886,0.797912579217694,5.34372598595679,2.54461405713372,1.9652916308508,0.49159824165309,0.184247628933451,0.602603008214269,0.0694261683583129,0,1,1
5dba0ce7001ffa06b367c544,0.649404074912396,3.5401800778581,1.79787575924421,2.18996743657104,0.368092461576889,0.680539647490036,0.615657084510812,0.12807281647929,0,1,1
5dce29700ad506063969a4a5,0.945522761348669,2.99630518446639,1.53359256215493,2.86451299867791,0.22728813049076,0.528330308295595,0.231237191778168,0.0294751302406345,0,1,1
5dd4074feab0423daf012f92,0.6750632139249,6.32523148455746,2.99089241446347,2.46336494803987,0.484481430953301,0.542667224563467,0.0819319227378329,0.0166532745410783,0,1,1
5dd42e7f35cf744223c60d1b,0.674525326652768,6.61595803209314,0.777892930274664,2.12121445164426,0.6482006510263,0.490795251858871,0.540207552240938,0.178356977490716,0,1,1
5dd5c04f86c88658b24d4cde,0.88619322044935,4.29832095758216,202.009019862367,1.75436622008939,0.327331622580205,0.589248328677864,0.703766543106481,0.0772268620862744,0,1,1
5dec8925be656d35d4005320,0.77325647702864,12.3097828652112,0.853680193187698,1.37230834761946,0.654710807731383,0.16711463917319,0.500205914073422,0.227615452448338,0,1,1
5df4565dfeea89323021ef27,0.767933484156541,8.3286670053109,2.76960624166623,1.78548071353254,0.202142970237106,0.282780112145618,0.329723293108325,0.0628751199998291,0,1,1
5df6542c1e2e5844f407f08a,0.767093763071221,4.28143334649064,1.51215418907448,1.80917274095782,0.576851996080359,0.631924927647935,0.634858907004189,0.0929923081795979,0,1,1
5e07d174da6bad1342bafab2,0.686573437848698,3.8280236683578,3.5678701091962,3.42544193257166,0.538884834656454,0.547867245335389,0.731487249487397,0.0845460697991159,0,1,1
5e126c25a98a7a8fab258f14,0.923936409601874,8.92186124237252,1.36065327311471,2.00491218297364,0.424488766134997,0.256105717673347,0.0403166564007665,0.0167933248458456,0,1,1
5e13ad514c81b2a01ae4aa9f,0.890524653029087,4.2720605300217,2.63040812512296,2.50356443944722,0.637767835802878,0.625962142668809,0.65375970046034,0.25649972940983,0,1,1
5e1553fd1e2e58b6448d8dcc,0.786821108613057,2.97838615024021,2.14638694363614,3.1092501801808,0.128643341888948,0.295789382991019,0.381064867352386,0.0323467670735032,0,1,1
5e1f7b2a4c9b832b34e7c9d3,0.927431332760551,6.12653826440953,1.66138466017345,1.94659089688923,0.298876302574297,0.359300577578209,0.361616925813466,0.0328367072677805,0,1,1
5e249f815e04db720e47d872,0.792084885487279,4.31221907379845,2.47461565422066,1.12871650342627,0.572875379764543,0.382986977651213,0.453079372169334,0.0548476650027148,0,1,1
5e34325430e5263f0bebb32d,0.709087790176565,10.2032898975143,0.721502150520284,2.05701260373394,0.674483822114498,0.0767473289015346,0.5,0.503908521722765,0,1,1
5e42f74f5b772a18434cabf7,0.790583398102848,5.98974829064617,1.67175023062326,1.90878155638976,0.252520832041844,0.719959328212862,0.68556526674212,0.148179859932529,0,1,1
5e4c0ba01ae5a4000b539387,0.565590322976303,3.4689897129451,2.71562753793748,2.88118121736432,0.393893308545566,0.658931534892323,0.652496623758625,0.40009690456209,0,1,1
5e84bd7c34d5d9072128fac1,0.76005858051869,9.60883387845864,1.98482842465034,2.17166460732757,0.516309890048839,0.428917542055469,0.159096755086734,0.0219119466510727,0,1,1
5e863db644d87426bbe2e92a,0.677055233771069,1.12760587497602,9.52567293955157,3.47205905162985,0.215158576590679,0.440186397242669,0.815318344862421,0.100704563293046,0,1,1
5eb041548fb5a50b442ea70d,0.8406990471196,7.8410751096131,2.1622702197401,2.87938805864414,0.614563487958545,0.327217003551107,0.118560848864826,0.0282954107518518,0,1,1
5ecda7f6509c241275db7396,0.904672093415322,3.01201459918482,1.40557217800954,2.81629336976064,0.30434914395847,0.413373991677171,0.246438029224301,0.0241566906762579,0,1,1
5ee09c1a0c2ad1027f541f53,0.895571877326084,4.6522114173423,1.5136364744539,0.799237716976682,0.501323428258275,0.675499920688539,0.092372627917378,0.0105117844560523,0,1,1
5ee1236e7f235110ac6c4ff4,0.64015102332413,7.01922620220414,0.768085511698691,1.56563233801309,0.143176375987572,0.0486822457502368,0.5,0.243308648334053,0,1,1
5ef0e873ba594769fa910258,0.748322284505575,4.64327773907688,0.665975772994858,3.4020321155379,0.781951005101649,0.500054337000642,0.510158303903955,0.582631500015239,0,1,1
5ef8e0fc2ce3c6644665e347,0.882106676077148,4.2687081832141,1.39423503893455,1.16210583336446,0.413125230883951,0.335771862482142,0.583654987932977,0.0567127876204012,0,1,1
5efaffccf90911000c95a3cb,0.558610541315858,4.15380713342725,5.17366028028981,2.13100656766813,0.436906338739187,0.688143040396002,0.719810240022216,0.308742994982279,0,1,1
5f01d812e83c5732b0dd15e6,0.641038916596825,4.8043750080304,2.46847466370557,2.47845719659773,0.181131715975788,0.431437856166968,0.724170503898658,0.0913806157895329,0,1,1
5f0fa5d6f1db6e19c7702e0d,0.678059937615266,5.67653147793028,3.86965487330295,2.00871923760645,0.835224601933525,0.179840780213984,0.611355856780696,0.416434035038011,0,1,1
5f16f559325a640008bb9a07,0.567594774847326,7.82218765928563,4.53962550655692,3.06110536979411,0.701103932832821,0.143234794339398,0.651369283806521,0.140780272098301,0,1,1
5f23ff398626c51fdd6c3fb5,0.796575686785617,3.64059584421697,1.47285851911599,2.96750705724039,0.134590607808983,0.757284678294276,0.716013639045034,0.116423769323085,0,1,1
5f2a12f5837dd81e5881b7cc,0.869004236929753,8.19259535725398,0.678386807415196,2.87650502975414,0.721861334090397,0.347228301744266,0.549696783678068,0.148092021871655,0,1,1
5f2f8574ff256b37b1970220,0.825669507857811,4.31707679754621,0.828595057199082,1.58068163893726,0.674192474245998,0.362691703474723,0.486740059793776,0.599374829476219,0,1,1
5f3d6975ef131710ed519c7a,0.602926341522856,7.2956956895437,5.37848043030806,0.941120552948506,0.473700849828785,0.404719784753168,0.670421108243277,0.551758659863717,0,1,1
5f4a835e9e84256238129995,0.705261276709016,9.43292919688708,0.666717115212245,0.887593475899469,0.683955028132838,0.228545014544845,0.499800369517257,0.163348694393443,0,1,1
5f51587f36e91f38fbf34c23,0.810683142331824,11.0244173328378,1.06030166126187,1.71635653221047,0.630482785422799,0.263156536468668,0.472494743075626,0.160587198440688,0,1,1
5f57293333c15219a0bc1073,0.697113967666172,8.08398743172551,0.70148592410898,3.28493881905246,0.569078013933653,0.757207621901566,0.499098832712779,0.686325373750081,0,1,1
5f597e39254a691df1186a21,0.564613228787809,4.91641193784866,11.7987500751079,1.72185145011109,0.147853233511654,0.0492322990939931,0.770800294726261,0.145829191800064,0,1,1
5f5fef6ce0809f0d5b3cde5c,0.571216993435228,5.03756919958157,16.7483528534757,1.17862011975194,0.340907064216804,0.0216583257937748,0.789270099242765,0.120563271319579,0,1,1
5f6666e43be0b923d23c8df8,0.814214622901924,5.60289706319835,1.38823084350548,2.49857933680263,0.508631190195354,0.690463264116112,0.662916676532522,0.356343879224273,0,1,1
5f712c16875f0375275c57d5,0.808475726738747,7.59488425616263,1.8768941864642,0.960019192514996,0.329756414985856,0.079264289224197,0.238877038524381,0.0129106422381878,0,1,1
5f765a3c8a6ec010370c9cc1,0.59842117293416,4.19745589762886,8.790171531509,0.844042928188077,0.706007295666047,0.149409650946901,0.638950499180799,0.479944519339064,0,1,1
5f7694edc99f3112b494e122,0.880416440889634,3.19460234540077,2.18274871304162,3.926285364337,0.852043150625332,0.312823272209568,0.634658736552815,0.522200051825816,0,1,1
5f81fc9446ee002f681ea5e3,0.836356211424258,7.4989659275426,1.82394315326722,2.39727353088234,0.465970414254415,0.471647019502719,0.372363981703782,0.0321294692097672,0,1,1
5f8b3c348183d30f91832a2b,0.686781369750845,3.73519440653728,3.92160253976479,3.65994233774995,0.769806307803539,0.467276366070452,0.716162721194546,0.184886675833262,0,1,1
5f8cbc5c355ea745e6cef2ca,0.942205186056257,8.39500898592477,1.10845228475125,0.684062650845263,0.680977355676791,0.698648629598031,0.145912438256347,0.0218556858376683,0,1,1
5fa4c21a04bc5912180291bc,0.691398566279711,9.0996975851053,0.697542642429834,1.1814376463816,0.655103937491283,0.111130519572603,0.49952518034604,0.255897235659497,0,1,1
5fab34d5e971f1617667232e,0.694331508566339,7.9023812640427,0.664481208615661,2.01535137577816,0.470189801536426,0.535963272643844,0.499660644327114,0.292858210226597,0,1,1
5fadd628cd4e9e1c42dab969,0.824413773790109,4.44207629788184,2.89709427407851,3.21664282709121,0.337037247908631,0.451187109924575,0.514479834908316,0.0708062051616168,0,1,1
5fb7dd473afbb1033b491811,0.921850665338287,3.47430373969737,0.440330221829093,0.909189539552122,0.29774543814693,0.577116183270698,0.520538188958388,0.0257083357779521,0,1,1
5fbd92e32c9c841bb352e09f,0.756370569052169,3.61250844972954,3.53298877559246,2.28230789748722,0.815959395196903,0.119595788539336,0.571036423502108,0.0953428123436547,0,1,1
5fc2a5c0ddfca10169395662,0.729359773518502,5.43978257535321,523.966313172031,2.05791047742001,0.128169101049611,0.672948474734026,0.794641998708747,0.0550386686312374,0,1,1
5fc58cd91b53521031a2d369,0.621639695525788,2.77610566388521,5.72579931759296,1.15152802141487,0.142526629019069,0.171807354380038,0.766180624517078,0.222406248657742,0,1,1
5fd5381b5807b616d910c586,0.710602025473592,3.18214226342355,2.97586919982978,2.74496640879252,0.16390871498906,0.400099697382746,0.639226029490223,0.105643316900851,0,1,1
5fd7782dee03dc08d3f3f491,0.794501729728106,2.73409707151673,4.52676268768926,3.0541499020271,0.518821258644604,0.145737041707857,0.399713920868403,0.0932188039869608,0,1,1
5fe9ed6604a1df94eca17a24,0.658189437757971,4.15882937505559,3.89296156753528,3.08680062008677,0.760187288886198,0.279755405703337,0.803580516473331,0.153474787128346,0,1,1
5ffe235ea848b74a3b3ccd07,0.936560447964515,5.33899317320501,1.53849714659032,3.04873745566894,0.0965357503993819,0.153057176919821,0.164641966336883,0.016742417647951,0,1,1
60079f45348bb62bdcd363ff,0.931499748409044,1.35056249378718,3.91486899908926,1.774642762918,0.222317779933849,0.418559898376333,0.0752554346984144,0.0151690582307672,0,1,1
60147514665c424b4b812e7d,0.926574338770456,5.62702999630697,1.88077532158999,0.802666270664369,0.455502799242001,0.316888289270233,0.212098705792844,0.0194939593033654,0,1,1
60173ba4df028898aa20838a,0.650360785045349,2.830419518681,2.40589033395546,2.51970562222373,0.574977658346065,0.308515824456226,0.694654480439596,0.0898841461464698,0,1,1
6018a5c0e1600b187ccb8693,0.701330773899204,4.60395388580057,3.21340446272442,2.67520735161388,0.588776836606961,0.544251172702863,0.59394440528281,0.111872695660911,0,1,1
601a2908d4210b238f755fed,0.757235152033377,3.59423366322378,2.3768798338832,2.79414581514116,0.568480248899758,0.684154119584633,0.442416955320497,0.0292541094330324,0,1,1
