id,posterior_p_a,posterior_inv_temp,posterior_state_exploration,posterior_Rsensitivity,posterior_eta_d,posterior_eta_a_win,posterior_eta_a_loss,posterior_omega,fixed_parameter_exploration,fixed_reward_value,fixed_l_loss_value
568d0641b5a2c2000cb657d0,0.844250951520119,6.24675662341119,1.68245413754709,1.19166701443315,0.365666793459636,0.751376732583471,0.0772191788786759,0.0841250055931729,0,1,1
5694e7b5e0c800000b5a3841,0.759491378382808,9.16313688436502,1.81813575763091,3.81628867107082,0.286970014788976,0.782328198413278,0.0942578633366912,0.0814891886985666,0,1,1
56b72c28f2fc70000c32fb37,0.952696293419449,5.90673913774092,1.80915215936352,2.46436488011539,0.421938232509055,0.45206873800829,0.0882911444168302,0.0600683885716417,0,1,1
56e225c2ec0fdd000641e72d,0.680917716963182,2.96016946363514,3.65565949901889,3.29170264528091,0.715752243348222,0.758837870027549,0.459710265888556,0.32748748389818,0,1,1
56e8bf5a870a8e000b4a8d6e,0.945269343054781,5.15094346360453,1.28701561734123,3.17841563596028,0.637603681826792,0.133902986169732,0.0349941055081384,0.0237489136487884,0,1,1
56ec9fa4f9ffc4000ac1941b,0.863545377434358,5.36380026177756,2.01276681813766,2.87476210872031,0.136131955379652,0.765409327849285,0.172530996913471,0.0386061610143081,0,1,1
56f9364e895094000c8f4967,0.628604956369581,8.43845391546518,0.733125732128791,2.72765361471584,0.181588816305387,0.5,0.5,0.0852897947582243,0,1,1
570f018053cc8f000f8d4bbb,0.723096710557439,7.5245697133,1.84765167073533,1.6499136169748,0.175863391235304,0.703133582527092,0.177321021184847,0.0977807805392367,0,1,1
5769a352f48c3b00016737f9,0.751812868226497,14.3689341721332,1.71064681779683,0.661932700789703,0.102641568571634,0.651472846965723,0.556218537833307,0.125095571066762,0,1,1
576ad50bc8a90000010d99c8,0.890418923687643,3.29343185754814,1.43509403462123,2.34716192696372,0.43019410374111,0.68449356374144,0.325234622271345,0.047266405919644,0,1,1
577599baca706f000190eb48,0.939347444054611,1.82633144074032,1.1826178056771,2.93824877577853,0.182424964432982,0.662306273334235,0.226247140726926,0.0191262551423186,0,1,1
57ad04adddc11d00015bb1c3,0.706840330332981,4.59065560438762,3.62654131322141,3.42313923650295,0.0657661391824095,0.828962599449652,0.0924943168979539,0.262381244251375,0,1,1
57b771677bcf1a00013f2ba8,0.928184833046072,4.98031056404251,1.94451567097233,1.94441099368084,0.142753865932259,0.541032411713542,0.09815952611721,0.0629154666938708,0,1,1
57d0a0bee3221e00015fe385,0.764635006215195,9.52106518863763,0.932065167295724,0.622396296729107,0.433761735134605,0.60969881295393,0.220988324532443,0.0696142653244555,0,1,1
581649f0b434f0000184d2a9,0.928430333540328,4.69379237157864,2.02953323411749,3.41521250839291,0.228629244491553,0.598989981921948,0.172927182372605,0.102848158724123,0,1,1
586371807fbbcd00013972ad,0.940714305103783,2.08808706101528,6.76044552190768,3.26159470323225,0.364388060136885,0.860844126369536,0.059582743909449,0.0211929718066203,0,1,1
587418895c17910001ea4e75,0.660505636617267,4.00763412978542,6.46916693896144,3.1257089034437,0.631251401311224,0.802500852016543,0.0958280191075219,0.340948819245908,0,1,1
58935d5d4d77be0001689f14,0.619989669290347,6.54424477430098,2.1887117681305,0.62924434403984,0.129413932372234,0.631222935954151,0.487531731802071,0.0670124168253456,0,1,1
58a5d6527cf56d0001f92567,0.811318463916433,4.99856921610334,1.66660579138787,2.34514471945761,0.468185588114575,0.792960974926099,0.1982053684138,0.0802662604736887,0,1,1
58acbfacea3d11000170e99a,0.662594109673183,2.1836326426214,4.02167019750581,2.59077592735552,0.299345480050749,0.706955080853155,0.279481958670285,0.118505358366223,0,1,1
58b0d5e700de9e0001863385,0.766909411442808,5.25224212343218,3.73267477463218,3.11580375775377,0.0531964210098313,0.84009842530484,0.0791121132458032,0.160336836495893,0,1,1
58d2cb10f5899100018a05b8,0.710880900181297,9.76194312044185,1.775727420087,2.52423398528354,0.604293976950081,0.618913829964448,0.472728144857904,0.103456314780483,0,1,1
58f90ebc3f4fef000199e2fd,0.804791329601769,6.6864320361605,1.46684552297796,1.34297796026369,0.713870979099967,0.651772805577285,0.0847178721896904,0.0367578211597059,0,1,1
598fba148380cc00012a3ce7,0.645078801424355,4.52162775965288,2.73261495551142,2.60379553051002,0.542725010851709,0.794345761663203,0.115554614729563,0.101826638623496,0,1,1
59948cbdcf1d1700016efa45,0.915325591821613,6.17754210691737,1.52733389803518,2.68229129423013,0.638624845044713,0.663176279351306,0.180999845276077,0.0850425236708243,0,1,1
59ae8d282a78fd00010b80e7,0.741632896326196,7.59635219796763,1.91199118139033,1.41102664237677,0.206737934811231,0.623486373148404,0.12106500911825,0.0785392329259535,0,1,1
59c0782e5364260001dc4740,0.71012706556644,8.21186775417007,0.665855856708707,1.78242003839978,0.474413840975438,0.5,0.499800592453151,0.495353244931782,0,1,1
59dc458f77860e000151240e,0.853029278982022,6.07275845519681,1.6115587434285,1.35112342831252,0.4588329157006,0.670738156405807,0.177958592616367,0.058215737878101,0,1,1
59f22a9fd6380600018b2929,0.787008214041594,5.06555043726572,1.45417372761392,3.16999154584307,0.736648867241973,0.719085434644186,0.424317680038607,0.297968132472863,0,1,1
5a348ea750833c0001ee9550,0.7752662346973,5.59705235985507,2.28865022577731,1.08640409067646,0.434429070449612,0.677011589615709,0.102670978614149,0.117994807291418,0,1,1
5a443812817d1800018d1179,0.913938184385458,3.80947860284955,2.25832716164869,2.55420309008395,0.347717205501935,0.324458848203428,0.0981647924873627,0.0231150957906007,0,1,1
5a5ec79cacc75b00017aa095,0.765805122639019,9.62642204605293,1.53252565760253,0.447484086602017,0.289198268353387,0.660514957878667,0.0900734318221535,0.0967328287331315,0,1,1
5a6eac90d5d4cb0001d6815a,0.753073670940283,5.02779474897546,2.36088578622153,2.68471422866824,0.149345199558936,0.746359242705395,0.0847031433022602,0.137994928152719,0,1,1
5a95a63e4eecca0001dd4cfa,0.658749843862974,4.61696929227128,3.15894862394187,0.943773923686554,0.355266899104901,0.76458844828482,0.260669545725378,0.168340525138822,0,1,1
5a973481f05361000171dd86,0.724171686043779,3.6000409015433,2.44991998233837,2.71039102673397,0.231479442104256,0.801503147288217,0.0405289757087746,0.108341065358492,0,1,1
5ac53209fa3b4e0001736f22,0.838352223572532,5.69703712446068,1.59146862172111,3.25742868640035,0.789232051351446,0.725896739985636,0.364617712533944,0.185220268260968,0,1,1
5afa19a4f856320001cf920f,0.693823084646619,14.326497179606,0.688158780316807,3.2105706147633,0.484729340994309,0.5,0.5,0.014778593387531,0,1,1
5b23d0784fb0d40001e95407,0.716529218382111,10.21424578406,1.08098873937368,0.497912784802549,0.263790647129418,0.589570437815524,0.426422393040849,0.0191449472590038,0,1,1
5b78542ef642ed0001517ca0,0.94859590056825,6.22286611105243,1.72847722862891,2.28574119929251,0.386822703952671,0.555166495025257,0.311945861097612,0.0339880580825927,0,1,1
5b824fb6cc06660001a302d4,0.922446855493801,2.8360522442391,2.12355851181044,3.02088648394756,0.558189162945637,0.644491718297665,0.138122802165338,0.0450583202196948,0,1,1
5b87b6932be8a60001f74588,0.534902658867764,6.68068427846655,7.531864385102,1.9478449710968,0.765207294211725,0.683841719716422,0.543903546561216,0.56473167872172,0,1,1
5b87e73d53303600015ea51c,0.9392217153074,1.95780572508684,5.4876514845819,1.0118626175723,0.338102163834645,0.0643373923212965,0.0243134038561453,0.0129638294860489,0,1,1
5b915c9d22d85d000115c0f5,0.871649976745166,4.05697466084614,1.69982658250854,3.45827327055317,0.792747527362202,0.755117723681475,0.332599746975558,0.368638319195379,0,1,1
5bcc60b95c2b810001dc68e2,0.661387107009175,8.46474561713396,0.740331985490387,1.64545588199567,0.164273873367768,0.5,0.5,0.199973373645171,0,1,1
5bdce4e219b9ba000157e993,0.730925844268398,8.37608113399947,1.56986980528696,0.957034256013158,0.488984608130101,0.430222378143585,0.0325249035943293,0.0269362489830315,0,1,1
5c095f832570ea0001642474,0.746881592609854,8.01356059542044,1.82466430541349,2.81570214339845,0.0214717750447005,0.62793289276116,0.0855015674717543,0.0516953243564454,0,1,1
5c0cb29e1b80df00017843d2,0.58331504632543,4.02829324506903,9.44295173764891,2.34819576235529,0.606678100442398,0.795306968558869,0.288116533567599,0.406886291138062,0,1,1
5c1188f4aa52ac00010697a6,0.653056076833413,4.35661393020298,3.57472750187043,0.815049807662963,0.383298609137758,0.690354334606029,0.602290905512378,0.178418275781122,0,1,1
5c27f83289f035000174a168,0.827202868374955,3.19346709062369,4.24285577255228,2.27160638213137,0.134397717714082,0.76808278778636,0.152765943810108,0.0236281263828138,0,1,1
5c28feff5ffcb7000128a541,0.817516283890019,4.87096438615813,1.30457292927161,2.83289919788359,0.560035799488113,0.770221741982591,0.2424427310944,0.0942161817528804,0,1,1
5c32e9588573070001641744,0.800129777071799,6.3174631294981,2.04085850977539,2.26626716064488,0.0741058596468527,0.686149347850652,0.0902051738503062,0.129367164252392,0,1,1
5c3c1617f5ebd500018596cb,0.771471607743225,9.7547753201663,0.805574699422928,0.441322896661377,0.635346397244879,0.500437000532906,0.5,0.653702000817767,0,1,1
5c4ea6cc889752000156dd8e,0.929810501611972,5.57572635241306,1.66550278114526,1.64207483475673,0.180280892639175,0.67362291764042,0.170929325645683,0.085410295823598,0,1,1
5c52bfa7d3cc6b0001d9352e,0.799615492355707,3.83682909790236,2.38312102395273,2.15104495369949,0.229278254987513,0.783947861348287,0.111077710856514,0.164700624887175,0,1,1
5c567e2acc53750001751cb0,0.790834238260573,8.81960797598796,0.942685976038019,1.73710221684186,0.534744967597547,0.510231346078913,0.50028242205309,0.247392239163239,0,1,1
5c61ab19776b38000156cc95,0.642432669896961,3.09439066700453,9.5067884538121,3.33738414515183,0.722687232849374,0.725054334346237,0.716823525972937,0.648512461779001,0,1,1
5c699a5d21e90e00018e80b3,0.585279410695374,6.46962408635725,4.55401111337456,2.74352191763622,0.320890055319056,0.632603868309222,0.593680178138748,0.10664079583401,0,1,1
5c69f9dd4b5bb30001b3d31c,0.847318731093982,10.0856224649706,1.21600838605465,0.621244672505637,0.240833151114509,0.663342232275909,0.0744518281251282,0.0575689767551227,0,1,1
5c9623dd35599200175642e4,0.724892983620277,6.26836012016341,2.99064390646173,2.36056006592978,0.128234009412333,0.336388270492516,0.0640505163915524,0.0497491495331687,0,1,1
5ca749ff98b35f0001f7559d,0.947146566373717,1.35530728126638,4.83419859487829,2.91605104097204,0.19731469961696,0.694223462047196,0.0351372344193637,0.0241295876111613,0,1,1
5cad159b9488590017fcc497,0.866370722169299,4.32075212851026,1.41112580663276,2.65321049578066,0.461315289723386,0.751148311602197,0.209740702622624,0.08804882756723,0,1,1
5cd08e2ff59e0a0013563602,0.551350675416434,6.27958429038364,4.37058385204299,1.86265282672745,0.185784897517373,0.626308339729191,0.573636777146427,0.312083150647046,0,1,1
5cfecc1e96681500168a1799,0.702436640333329,7.22367456822655,2.38845480941458,1.24575351153008,0.362500135544959,0.60274010271922,0.103413354850522,0.0753671704225473,0,1,1
5d012930cfeb82001817c9c9,0.713856986788941,9.84420570491382,1.45371616712135,2.12606451780073,0.615427727137179,0.630156498561846,0.487241562716854,0.100179492698818,0,1,1
5d016916c12fb900015320ea,0.629986283474228,2.68192417855277,5.02591651762167,1.51648714477573,0.482945847343101,0.772230759856863,0.149464388288908,0.259319273317849,0,1,1
5d0a8a22c0fd80001626e38d,0.742411422713395,8.4095013984111,1.81814105850094,2.63869524770317,0.186886996620003,0.704971387820575,0.241224752190003,0.0623674284926624,0,1,1
5d2e4267565e1200017efb42,0.890415234990273,4.69972433677606,1.17568908214772,1.4295596172467,0.488226615649591,0.647814327271767,0.526308188084428,0.0433888978328563,0,1,1
5d332957d0635b00013bd785,0.895401866434192,5.82714022581637,1.62835795984859,2.530526848235,0.196147056271495,0.761544063301696,0.184712618307601,0.0977492764423057,0,1,1
5d3f5c8f0d0d29001a4bd973,0.81548378942515,6.51999971196724,0.892573234557275,1.92437101240788,0.63814574353895,0.49642821798429,0.466530599769374,0.529850477316503,0,1,1
5d453e8723a5bb0001492546,0.741727051147512,7.53255021016744,1.55147816887058,3.17547831905564,0.670261659328718,0.761873341113372,0.0798644981829138,0.0983884028314129,0,1,1
5d50feca50bdcf0001e8d38a,0.791117112684243,4.29131612562043,1.56221494630834,1.25181192552257,0.717692194198826,0.811287540385142,0.0812424226205141,0.0920879799825236,0,1,1
5d586fdc8200f50001f03a0e,0.676582231655077,8.60953459105826,0.735684134361371,1.42736300619965,0.10016087220218,0.5,0.5,0.298215687013028,0,1,1
5d612ae16512d700159face7,0.664408345988142,7.51315208731708,0.680538614986743,0.968771257686209,0.197847886964057,0.5,0.499461664522805,0.249545168591572,0,1,1
5d6b596f76cca6000166d81d,0.889052878019851,6.57563733313611,1.87140670974296,2.47206176824839,0.372671434483969,0.691166824038737,0.298586946797102,0.0962577289967631,0,1,1
5d6ccfe1eeecbc0016213d93,0.737338162845522,5.1223683953849,0.734954803228471,1.54414296841311,0.487203276118655,0.524334288977234,0.499153732174185,0.260294613961299,0,1,1
5d7499693e40c60001081af3,0.934998607997514,5.69138161109659,1.72331996979781,2.63584079628748,0.683158085617432,0.564322917451531,0.106364561728344,0.050284515333117,0,1,1
5d7fb79ff44487001807463e,0.91317450072449,3.11877925121743,1.35825752165231,2.86648906078396,0.405778831698279,0.816823362802925,0.183050525655855,0.0556928438208363,0,1,1
5d849ee0a954540019f513dd,0.700935299313837,4.00968059681069,6.12960454838321,3.29369275267892,0.120963449594708,0.859035999475395,0.0950447821746905,0.185674404966594,0,1,1
5d88f2f8cefb52001a83f1b2,0.873659497889107,4.79752715557478,1.48237564648947,0.98048708447834,0.407283692856621,0.72250736037382,0.247313719547668,0.10070500178309,0,1,1
5d9bdc6ff7bd5b001547ec77,0.737716896539579,3.56648283730702,2.58390919644743,2.00950000126438,0.258324174684749,0.823374012233409,0.112951348159461,0.133006020975769,0,1,1
5dad4c34b3446a0015e3de93,0.831022127932614,7.62837279623379,1.67552067370276,3.56714594715582,0.43562788052913,0.713694241449427,0.0596642428069613,0.0918906507712953,0,1,1
5db0a97f127d4000117cdfa0,0.695917533460161,7.55284582721263,0.686052105774126,2.09457975610368,0.783149649232142,0.499129985362193,0.499184837413099,0.735674899700805,0,1,1
5db4ef4a2986a3000be1f886,0.78286024132364,8.12428477352357,1.81793449521735,1.54138887163773,0.164032345002329,0.710688034503222,0.135532892003525,0.104090931439937,0,1,1
5dba0ce7001ffa06b367c544,0.655357149859175,3.20320837812135,1.72242782951877,1.70623531599301,0.58595682987603,0.553943932758876,0.583681211499828,0.147970386717002,0,1,1
5dce29700ad506063969a4a5,0.940066016058327,2.91763560111879,1.56031814373721,2.73101525605306,0.259165090865954,0.666368308978267,0.256541449610354,0.0631175657828268,0,1,1
5dd4074feab0423daf012f92,0.753812970872835,5.24390176856569,1.74428394910914,2.47050651345119,0.636361301447337,0.72023874980983,0.0615251247722117,0.0706833204944919,0,1,1
5dd42e7f35cf744223c60d1b,0.727180894411813,7.07515587875702,0.722883087505867,2.19897068645137,0.615298870571795,0.541797744594891,0.500639518887543,0.105113101860586,0,1,1
5dd5c04f86c88658b24d4cde,0.838255727716465,3.93082461785424,115.16376871335,1.86210167654788,0.415404550370093,0.79502349247447,0.308549575536358,0.037320635889204,0,1,1
5dec8925be656d35d4005320,0.753468172933536,14.131346708181,0.848448787624577,0.995231754046227,0.411789285651374,0.5,0.500337610581949,0.0408301732534912,0,1,1
5df4565dfeea89323021ef27,0.771852571972695,8.7988058932961,2.44941841924669,2.57461374389811,0.187890461480703,0.699436434391119,0.237047419763023,0.119812961546516,0,1,1
5df6542c1e2e5844f407f08a,0.760531723945039,4.25212214559527,1.60856775816973,1.77589914863841,0.650675975449107,0.675374938633141,0.407016790817369,0.102355485573718,0,1,1
5e07d174da6bad1342bafab2,0.699459762614382,4.62229788937135,3.28347516985675,2.96956334209095,0.481727270304656,0.842447753824927,0.101109578232794,0.172129496381918,0,1,1
5e126c25a98a7a8fab258f14,0.937886045997421,9.46223572316813,1.29455402644209,2.47779654166235,0.330456176824893,0.438910418078749,0.041014651519731,0.0586550418088331,0,1,1
5e13ad514c81b2a01ae4aa9f,0.866008855494058,4.53144340211633,2.64187417711033,2.60427596410275,0.664815059928099,0.7629437641811,0.223125593253813,0.260685095641741,0,1,1
5e1553fd1e2e58b6448d8dcc,0.77983288147914,3.69282301888814,1.91167036888507,3.13263045620415,0.0724225940491752,0.649229503756522,0.218699427616504,0.0688509540172907,0,1,1
5e1f7b2a4c9b832b34e7c9d3,0.922855782574338,6.35619664032227,1.59744068784416,2.06559633615212,0.210780400243977,0.544749658429634,0.329819077391107,0.0536179051071818,0,1,1
5e249f815e04db720e47d872,0.80719904521412,5.01303985017937,2.0254831036347,1.50333590078229,0.393322951064091,0.734580540580932,0.206204985161049,0.0965803500941583,0,1,1
5e34325430e5263f0bebb32d,0.684566177461065,10.176770766707,0.712730289844289,1.8282300712536,0.261766248586386,0.5,0.5,0.143919539999616,0,1,1
5e42f74f5b772a18434cabf7,0.764326295626867,4.89976436251315,2.13224631856997,1.45136641802741,0.502193890726134,0.711479628544121,0.525968089492379,0.203509368576802,0,1,1
5e4c0ba01ae5a4000b539387,0.560288255760966,3.3144348188421,2.6771776399852,2.7692851648784,0.556018551697868,0.642968793752914,0.506360926669335,0.492779931042838,0,1,1
5e84bd7c34d5d9072128fac1,0.800942037217215,11.3190794100447,1.57019902504326,2.43112374451742,0.423121096542656,0.48078983355238,0.0986078822784315,0.0632197065049482,0,1,1
5e863db644d87426bbe2e92a,0.956834064742769,2.17055862948857,3.54192635354798,2.51473512517419,0.204819973046197,0.081095432061435,0.0522343851353467,0.010347893927782,0,1,1
5eb041548fb5a50b442ea70d,0.86027666477091,8.76156634157864,1.75302588941633,3.08710022251433,0.406797210399743,0.576533930614322,0.102633561025446,0.077664097960969,0,1,1
5ecda7f6509c241275db7396,0.843298979740754,3.77374308465591,1.3171144580748,2.26996814668691,0.155427223575624,0.715420599410065,0.151399612127286,0.0404533614057159,0,1,1
5ee09c1a0c2ad1027f541f53,0.852470814757434,4.08592360518886,1.79827240692977,1.04793097031973,0.597429568918552,0.624577032642264,0.0754043030957912,0.0518945322715857,0,1,1
5ee1236e7f235110ac6c4ff4,0.623178983103146,8.07680154799746,0.777366351743583,2.19719188721348,0.0539207265181804,0.5,0.5,0.122911223721466,0,1,1
5ef0e873ba594769fa910258,0.754122700179355,4.52353478380432,0.650437786624653,3.40186308239511,0.767027543882128,0.524887770081321,0.487843570350892,0.470967965133684,0,1,1
5ef8e0fc2ce3c6644665e347,0.876612373159871,4.95988531880488,1.25479156964909,1.15813091788769,0.25430482594454,0.585993894083356,0.445152794141853,0.0500721667545345,0,1,1
5efaffccf90911000c95a3cb,0.544488277931318,4.06370928056502,8.42056126793085,1.98436955900555,0.561173258900048,0.465466313536126,0.746574884906153,0.333651184118531,0,1,1
5f01d812e83c5732b0dd15e6,0.646622373338627,5.38090609676545,2.53420594865654,2.76609167332231,0.146838002229576,0.781725888711916,0.258720801588563,0.160092282003338,0,1,1
5f0fa5d6f1db6e19c7702e0d,0.688698174969888,5.843573005126,2.98814696809717,2.86322951095873,0.808255541565007,0.582039108312808,0.484093437058015,0.220336986618017,0,1,1
5f16f559325a640008bb9a07,0.613580476326299,9.6288349041021,1.92086585517313,1.62394870120972,0.434198437320454,0.569618752261572,0.508095113027427,0.0196764077895806,0,1,1
5f23ff398626c51fdd6c3fb5,0.624210017491171,2.59829041846715,7.0392131142655,2.69797615717312,0.732331081726495,0.636616992190596,0.606922346040053,0.736919872326981,0,1,1
5f2a12f5837dd81e5881b7cc,0.886383234359562,10.8925513698031,0.717264882669365,2.13105059485653,0.607564161634542,0.541593267167814,0.470589325563486,0.0539977570333226,0,1,1
5f2f8574ff256b37b1970220,0.842220661165247,4.2305134688866,0.772268230585555,1.46566902606639,0.590568364659337,0.522199652610965,0.448882363145339,0.488341457258135,0,1,1
5f3d6975ef131710ed519c7a,0.606209310118298,7.45423066469288,5.11773019552753,1.05320628762403,0.411631883982312,0.661468509166237,0.528549751113469,0.512779979165564,0,1,1
5f4a835e9e84256238129995,0.798519008918473,11.4098607150823,0.498768379387176,0.958571908438912,0.448722135447426,0.5,0.500085023580086,0.03782827686461,0,1,1
5f51587f36e91f38fbf34c23,0.82154219205801,14.9514498741189,0.911026307952421,1.78402274688509,0.400503374266299,0.434931917816944,0.501096002743708,0.0435614367842208,0,1,1
5f57293333c15219a0bc1073,0.691747120025779,7.61052017057287,0.70585168682825,3.230108083294,0.753049803868885,0.499618880252642,0.499452291530137,0.741913514771457,0,1,1
5f597e39254a691df1186a21,0.699335168508397,6.87320319503939,2.25903471819432,1.89612384408359,0.0389247262929324,0.668551997067996,0.106874909318477,0.122621512494517,0,1,1
5f5fef6ce0809f0d5b3cde5c,0.710809411212978,7.19957484098071,2.6087643908554,1.32268217435439,0.0170236122649052,0.625676344258515,0.0805021314854136,0.138448030962565,0,1,1
5f6666e43be0b923d23c8df8,0.81241639984114,5.25409708560802,1.44016251890359,2.22367203743921,0.652419823700283,0.640969830429427,0.501031293271544,0.42786633771495,0,1,1
5f712c16875f0375275c57d5,0.80066280480098,11.0727369117186,1.47727971113972,0.891107429390607,0.113827886547378,0.446498105504754,0.0856442063367666,0.0486820882738009,0,1,1
5f765a3c8a6ec010370c9cc1,0.652631021561094,6.15827594006453,2.60998432997936,1.88974645817936,0.193715355981909,0.656211333997173,0.0991345629413128,0.107166482692875,0,1,1
5f7694edc99f3112b494e122,0.87459101584743,3.13817957696015,1.98584652662405,3.7910089348006,0.803285626523377,0.749246029807346,0.493264728010251,0.355401377830435,0,1,1
5f81fc9446ee002f681ea5e3,0.831489280421004,8.37027870645413,1.66957500349337,2.28109914766077,0.370571609634084,0.680411864891066,0.246691511611372,0.065079293399636,0,1,1
5f8b3c348183d30f91832a2b,0.73359695963271,4.4199006969321,2.92733642801687,3.6722265173097,0.706523379239573,0.809933337903484,0.107425318810477,0.21465740497595,0,1,1
5f8cbc5c355ea745e6cef2ca,0.948618440132557,7.69923330453121,1.10894202397205,0.841812962224781,0.741235918501187,0.412158117642897,0.168336450024246,0.0351550779737272,0,1,1
5fa4c21a04bc5912180291bc,0.69615096349259,11.5711034931943,0.687569022484845,1.69756855535741,0.212644715693207,0.5,0.499844394391593,0.0351155649518028,0,1,1
5fab34d5e971f1617667232e,0.690369953749337,7.77423318738577,0.67361638536596,1.96971472379524,0.493110080128018,0.5,0.499640022307638,0.319941035225112,0,1,1
5fadd628cd4e9e1c42dab969,0.796504600045039,6.94675236940429,1.97400170377157,2.33382095462457,0.198864614374856,0.740738099813713,0.0815038494255848,0.10856743529172,0,1,1
5fb7dd473afbb1033b491811,0.921189711217583,3.23404580795493,0.407652133975358,0.925858844274093,0.399628390254915,0.567278128847869,0.454481089834506,0.0269983273467715,0,1,1
5fbd92e32c9c841bb352e09f,0.76805303611736,5.19900936534416,2.69184254305229,1.08628064701287,0.531122919030314,0.777704521022817,0.0632344231460473,0.143795996753275,0,1,1
5fc2a5c0ddfca10169395662,0.881412171696783,3.87961125479731,38.8317983266228,2.0617948689583,0.418033735253518,0.792678719163616,0.15862413007113,0.0261738343273271,0,1,1
5fc58cd91b53521031a2d369,0.625510453999681,3.13696607517099,5.74352749978726,1.36331647901534,0.0940850574788952,0.776017049252989,0.421561324294505,0.278693502149486,0,1,1
5fd5381b5807b616d910c586,0.74077965315814,4.55722010056966,2.20375888549455,2.53437948520062,0.0849909032885269,0.746528048417573,0.231618589874754,0.132141772103935,0,1,1
5fd7782dee03dc08d3f3f491,0.811613249036165,3.91944883560811,3.1038943863193,2.89397029398267,0.113982576342623,0.798357524916904,0.0588302501265,0.201151572470046,0,1,1
5fe9ed6604a1df94eca17a24,0.686085261492437,4.97100321681983,2.86089182552883,2.00044479148819,0.702895862651821,0.809541346963376,0.205599888075326,0.103692416916008,0,1,1
5ffe235ea848b74a3b3ccd07,0.919634336652825,6.79555978042702,1.42112018798732,2.86233513978118,0.0534520386840514,0.730713482687134,0.131651767918509,0.0805720602673141,0,1,1
60079f45348bb62bdcd363ff,0.945872108164027,1.32032886173482,3.90446212726408,1.79588403063284,0.170464216604894,0.0976572417235647,0.126559708330632,0.0136275653728945,0,1,1
60147514665c424b4b812e7d,0.898196139055067,6.62977999117082,1.8143149352056,1.42897837305668,0.240641009192548,0.752370146625984,0.123021670680027,0.0959146359691137,0,1,1
60173ba4df028898aa20838a,0.659731224879762,3.03313215006643,2.21995842042614,2.67443481571728,0.428210819794012,0.744840939724353,0.368559535223439,0.0975230174552768,0,1,1
6018a5c0e1600b187ccb8693,0.743990756864353,5.41670678092423,2.39385382729987,2.71119742604649,0.491868876101336,0.775312991967641,0.155055847568517,0.140217085562928,0,1,1
601a2908d4210b238f755fed,0.799991314957438,4.49293117412458,1.66056324501166,1.86090157551897,0.635541100371255,0.780074610560391,0.167825384448149,0.0438547512033991,0,1,1
601c6342141cd277e220c083,0.914160740688361,3.57401971616085,0.778471889877428,1.28843565922739,0.593830874810791,0.605289913105536,0.318955991045026,0.0402894505358303,0,1,1
