id,posterior_p_a,posterior_inv_temp,posterior_state_exploration,posterior_Rsensitivity,posterior_omega,posterior_eta_d,posterior_eta_a_win,posterior_eta_a_loss,fixed_parameter_exploration,fixed_reward_value,fixed_l_loss_value
5d332957d0635b00013bd785,0.736907714546127,8.09324535484902,1.49621527206143,1.90206022513832,0.251665358452307,0.209054622673551,0.593017920080218,0.122646983051066,0,1,1
5d3f5c8f0d0d29001a4bd973,0.706887052929071,7.23608959975758,0.589255747271401,1.97157476104082,0.538473599463774,0.577790023874086,0.496581868564203,0.485274505254393,0,1,1
5d453e8723a5bb0001492546,0.696646774728486,9.48807316455864,1.25370185024381,2.51939231749848,0.128984371615728,0.592614277264142,0.657901920112852,0.0827634125281104,0,1,1
5d50feca50bdcf0001e8d38a,0.730776605761199,6.69008444656265,1.41886250253427,0.899578553334178,0.30657194436807,0.685706910539727,0.611160398254467,0.0672739931771693,0,1,1
5d586fdc8200f50001f03a0e,0.535860884489681,8.48415961119739,0.844448435812037,1.37217683373135,0.290537378125312,0.101858000058343,0.5,0.5,0,1,1
5d612ae16512d700159face7,0.550284429582272,7.66395175076589,0.7850359555268,0.998646778605522,0.245003870476827,0.187525399546128,0.5,0.499801580509461,0,1,1
5d6b596f76cca6000166d81d,0.679307497116895,10.8132254215897,1.94086503123477,1.86368998934391,0.200845099250448,0.180586155269505,0.455725559331929,0.154825724501797,0,1,1
5d6ccfe1eeecbc0016213d93,0.696396141309002,6.16429656255083,0.468873977656839,1.46423202009973,0.258215118844748,0.351911807815666,0.520788974156627,0.506645801905452,0,1,1
5d7499693e40c60001081af3,0.759318256044107,8.59257132672915,1.67503608693842,1.89940846997009,0.263822714706461,0.461208792262349,0.430401997317718,0.109392208704426,0,1,1
5d7fb79ff44487001807463e,0.946587781746809,3.02998234761622,1.02984341164382,2.10025918694163,0.156098760436715,0.568206735756716,0.529364704469147,0.270485926159149,0,1,1
5d849ee0a954540019f513dd,0.648243203422821,4.51216221233721,3.60388505498564,3.14114838979834,0.270412301747963,0.163248734881973,0.810048634540195,0.0690827259517732,0,1,1
5d88f2f8cefb52001a83f1b2,0.688556513558411,9.9714824043394,1.68891525504161,0.873980033305214,0.46576342930385,0.167330342952728,0.572929772210517,0.140128447529754,0,1,1
5d9bdc6ff7bd5b001547ec77,0.695117269629669,8.07137552191872,1.86919955587253,0.677722156181564,0.442811647660805,0.183418385392167,0.657473780301015,0.0684027109610065,0,1,1
5dad4c34b3446a0015e3de93,0.70963327240057,10.5183053447475,1.6365781101719,3.35393485889308,0.164871970123149,0.285367387711404,0.40527441613325,0.0420886431741214,0,1,1
5db0a97f127d4000117cdfa0,0.804686520789395,13.2645531178425,0.742130402845291,0.876674993167911,0.703124586957576,0.616435425496971,0.493701225245444,0.505297193377858,0,1,1
5db4ef4a2986a3000be1f886,0.689476812498971,11.0184844150193,1.63068965398237,1.39844207732041,0.166637266001742,0.149566643646813,0.484274384107599,0.0854136256676053,0,1,1
5dba0ce7001ffa06b367c544,0.637900664303381,3.30261269190187,0.745086201835345,1.73326134307435,0.171001778482861,0.569839777914487,0.504526662787181,0.511440969562993,0,1,1
5dce29700ad506063969a4a5,0.905133316629918,3.34552086846087,1.20307249514648,2.53262550621724,0.101801336108802,0.274648113337363,0.44887918475829,0.459270920140174,0,1,1
5dd4074feab0423daf012f92,0.690466191096248,6.45823000202313,1.59943985097962,1.7783721945399,0.134206267801934,0.571558591214744,0.63155591328527,0.056797883059719,0,1,1
5dd42e7f35cf744223c60d1b,0.723544865695981,8.67500714964366,0.680626479008226,1.88782191717227,0.145142178729561,0.550792528130354,0.504381245221435,0.504264044367572,0,1,1
5dd5c04f86c88658b24d4cde,0.831935562445541,4.40455002531977,18.681523711267,1.51003201290861,0.279349642931979,0.634097604770136,0.314055202705712,0.305166807407008,0,1,1
5dec8925be656d35d4005320,0.704743357371145,13.8914717494865,0.699846437111059,1.02929756975646,0.0388202916792985,0.416317538822562,0.5,0.501311504381392,0,1,1
5df4565dfeea89323021ef27,0.672919510841272,14.1808444450842,2.21791044855009,1.29504792268352,0.218463926759734,0.209815263615994,0.357561927872338,0.111152044814927,0,1,1
5df6542c1e2e5844f407f08a,0.718082699207869,4.63108779354202,0.877355709317189,1.75707816069091,0.130571682215837,0.560796501381487,0.54725552552753,0.47294031279102,0,1,1
5e07d174da6bad1342bafab2,0.704409251529781,12.817540318,1.69165027642737,1.3298318668164,0.288578215533124,0.24841651614954,0.579637100153889,0.062408378030914,0,1,1
5e126c25a98a7a8fab258f14,0.937559841277631,13.8080791049172,0.946912147479844,1.94471051673347,0.0410177332262924,0.1952509334023,0.488640760584273,0.106262463044956,0,1,1
5e13ad514c81b2a01ae4aa9f,0.671309786427125,7.23628252523023,1.98161352098331,1.45834479548748,0.422997751312179,0.48092759436409,0.639243252594984,0.133294447035101,0,1,1
5e1553fd1e2e58b6448d8dcc,0.707570304942594,4.58155407835608,1.76818115844408,2.38755717113929,0.218073923878714,0.0989474212548853,0.607232259533068,0.199454800404481,0,1,1
5e1f7b2a4c9b832b34e7c9d3,0.874915137090702,7.70280086707895,1.35194248458314,1.94102916225161,0.0400383370676861,0.194460387424978,0.350590036174399,0.428032768071252,0,1,1
5e249f815e04db720e47d872,0.695827382128866,7.4806775534479,1.71982762734039,0.896272458492419,0.202932373024984,0.256160528809424,0.540620340034774,0.134857680402158,0,1,1
5e34325430e5263f0bebb32d,0.574497890677421,10.1660018765332,0.773760214644276,1.83219955849299,0.143133177297836,0.262487118520644,0.5,0.5,0,1,1
5e42f74f5b772a18434cabf7,0.704356893920853,9.57589090469957,1.41790872585266,1.12882088916818,0.42724632688642,0.272408005418414,0.540046027156448,0.546405593384066,0,1,1
5e4c0ba01ae5a4000b539387,0.710761307597893,4.23580262485592,0.594415878077507,2.57831233862527,0.507797373322123,0.448909708947111,0.595655475416508,0.409680677420298,0,1,1
5e84bd7c34d5d9072128fac1,0.728963430073047,13.2780360660644,1.50251122547007,2.20207028392633,0.0527689902562601,0.277535742176897,0.257865354223028,0.126843805327826,0,1,1
5e863db644d87426bbe2e92a,0.93614931659638,2.18825125773176,3.28504321693329,2.08986126712762,0.082798691878938,0.201180223569309,0.145248663633362,0.124805151222569,0,1,1
5eb041548fb5a50b442ea70d,0.748562808191888,11.9935867955341,1.50331700633861,3.52579874338861,0.0800456418911073,0.256434673928358,0.284046236987572,0.07797243240685,0,1,1
5ecda7f6509c241275db7396,0.79485343949667,4.15743756197399,1.18835680760683,2.16730977732752,0.0954408968289135,0.171840453413135,0.592559024034334,0.212569845252491,0,1,1
5ee09c1a0c2ad1027f541f53,0.71457004508732,6.70098000944381,1.8755999097691,0.865030785784695,0.338961398709532,0.336434997945624,0.563695899780442,0.0562512328315284,0,1,1
5ee1236e7f235110ac6c4ff4,0.528284864332317,7.88278379492078,0.861929049216958,2.03292164691733,0.114828703378993,0.0562429278971376,0.5,0.5,0,1,1
5ef0e873ba594769fa910258,0.79426227537292,7.51504205950714,0.723415946207194,1.9876753346971,0.469041673220406,0.56450105437611,0.50092474278903,0.537353400147655,0,1,1
5ef8e0fc2ce3c6644665e347,0.801212384905662,6.97247097376708,1.09687401093058,0.713942800502345,0.0790353870973095,0.197629468662914,0.341591191300691,0.451525274462419,0,1,1
5efaffccf90911000c95a3cb,0.532899719349653,4.61479910755131,10.8378411597497,1.81105132005192,0.394410828723349,0.523771755964668,0.277458712243893,0.78837666617618,0,1,1
5f01d812e83c5732b0dd15e6,0.635651388266538,8.50061305617817,1.97399224769382,2.36147904486306,0.34716197790901,0.135494826508911,0.750566147904283,0.165132947023671,0,1,1
5f0fa5d6f1db6e19c7702e0d,0.659157411778292,7.0772753253132,1.67027299820971,2.55986852766727,0.186185853781331,0.756894760751687,0.603389568291892,0.240675806021607,0,1,1
5f16f559325a640008bb9a07,0.598145511893084,9.86153351128074,1.74115645056328,1.52226002973461,0.0198711999714647,0.401299447482462,0.570485971841681,0.504225647890108,0,1,1
5f23ff398626c51fdd6c3fb5,0.807091620349979,5.02162737818968,0.918588566161835,1.38278277001004,0.769881586807645,0.567662127598364,0.559499811341967,0.222087180033426,0,1,1
5f2a12f5837dd81e5881b7cc,0.828237231994378,17.9952097599676,0.76584104370986,0.973748169592778,0.075504606275512,0.449063722724915,0.491858349099329,0.478539716603632,0,1,1
5f2f8574ff256b37b1970220,0.88741605126458,5.40725154372507,0.301154868025765,1.36927177195334,0.523050359099603,0.491395768763605,0.510187735135256,0.390278591837028,0,1,1
5f3d6975ef131710ed519c7a,0.567658408653608,7.98492667088313,3.61468963595594,1.06560568867784,0.558906228100333,0.386057768023426,0.617177840711191,0.517076697037323,0,1,1
5f4a835e9e84256238129995,0.730379670581879,11.8090896444986,0.531388200085594,0.944129559356637,0.0420021467032009,0.435181238344015,0.5,0.500402380775494,0,1,1
5f51587f36e91f38fbf34c23,0.838274324824616,14.8756283680431,0.615025990231547,1.9212299224092,0.0315081651315356,0.373417969371377,0.471142814923221,0.503869350888636,0,1,1
5f57293333c15219a0bc1073,0.755191365858324,10.2427679827117,0.714803932311586,2.70498778616597,0.722431400056721,0.607304617780021,0.497863645758176,0.502080500568259,0,1,1
5f597e39254a691df1186a21,0.507529954233414,4.7264268982229,13.0174560461247,1.95005310482027,0.158564573848358,0.0632571149925061,0.713660999462058,0.617909262786448,0,1,1
5f5fef6ce0809f0d5b3cde5c,0.521194969822104,4.36749941084268,15.1567035645691,2.32680341802248,0.130463796498308,0.0265322535377391,0.707930460446338,0.643410954531654,0,1,1
5f6666e43be0b923d23c8df8,0.753843949520992,7.80033991203758,0.816145133510303,1.62201618853328,0.461347567264482,0.492219953927549,0.524806949417478,0.517591761832843,0,1,1
5f712c16875f0375275c57d5,0.782588536616688,11.4477097690037,1.33626106261933,0.687551147528962,0.0181205367051846,0.124367288967081,0.291172011564155,0.170918508172489,0,1,1
5f765a3c8a6ec010370c9cc1,0.61011800853315,8.07344113637689,2.35429289833421,1.48657581852419,0.117979648537272,0.145239397409035,0.549329793167611,0.103013114396385,0,1,1
5f7694edc99f3112b494e122,0.887254249015501,7.7405140015464,0.900691379974539,1.10927276246112,0.469255617757935,0.792487980150715,0.440309109722351,0.508641217692303,0,1,1
5f81fc9446ee002f681ea5e3,0.730115963219887,11.9928348498692,1.66439978113041,2.18880061581869,0.0916880059805064,0.239980932373235,0.300718354020787,0.210790304374642,0,1,1
5f8b3c348183d30f91832a2b,0.698148964509293,6.51237403159428,1.72454581326369,2.29181709315345,0.262081028858325,0.639720042883554,0.593256544812177,0.0862720846650436,0,1,1
5f8cbc5c355ea745e6cef2ca,0.841247223122506,11.3115571266081,1.0248148913613,0.793501286478409,0.195204763299064,0.644414919256114,0.471284988201828,0.231655109737346,0,1,1
5fa4c21a04bc5912180291bc,0.678491334830344,12.439681558774,0.704036977399569,1.59103978138764,0.0363570817329832,0.194702696316741,0.5,0.500505425698171,0,1,1
5fab34d5e971f1617667232e,0.595135431514932,7.89864606282456,0.590098712712559,1.99424888914916,0.317335099336099,0.489903743679381,0.5,0.50046402045945,0,1,1
5fadd628cd4e9e1c42dab969,0.689862023295369,9.71248999914443,1.84477279347065,1.75081710196736,0.350711262423863,0.207180052333151,0.688971907554672,0.0411232852381048,0,1,1
5fb7dd473afbb1033b491811,0.897965688327642,5.01239682046891,0.484772884356576,1.13935670265751,0.454548646048485,0.253778215754155,0.490873205581987,0.540628978843583,0,1,1
5fbd92e32c9c841bb352e09f,0.459862320506563,3.56698562171345,6.3659212910263,2.34837649687509,0.124971281942459,0.466032135676464,0.739150973925077,0.282270289812323,0,1,1
5fc2a5c0ddfca10169395662,0.879421936805291,3.86378446614251,15.358702041702,1.2371426630709,0.27061884956399,0.548310763416817,0.340355426833475,0.285511515804761,0,1,1
5fc58cd91b53521031a2d369,0.503489319225723,2.77449441952155,8.24645734040761,1.44330065752967,0.356891791479208,0.0998304390444916,0.779155132175678,0.417210938698147,0,1,1
5fd5381b5807b616d910c586,0.687166051102633,8.18480233023223,1.71660259306557,1.95238800015591,0.443627492978233,0.0971551425971669,0.646250886208403,0.101916521814135,0,1,1
5fd7782dee03dc08d3f3f491,0.602041852582414,3.46059741954566,3.23475298486388,3.23881910518885,0.281879649485755,0.14763622604583,0.833318505710491,0.0558038590337124,0,1,1
5fe9ed6604a1df94eca17a24,0.62465505882667,5.39607426915221,2.371166908548,1.6979312483283,0.117855597985078,0.64131999393988,0.687920547310448,0.222142771862683,0,1,1
5ffe235ea848b74a3b3ccd07,0.896993238236156,6.97232274696377,1.21552660789649,2.47774331958388,0.0687348184454339,0.0754662091014409,0.619884200701433,0.338646839434604,0,1,1
60079f45348bb62bdcd363ff,0.922108111101921,1.26475815560835,3.31720996801084,1.55356837144692,0.496034496020297,0.390932009208075,0.321424435803358,0.243138276924445,0,1,1
60147514665c424b4b812e7d,0.7537192936307,9.4708666485264,1.52448803457224,1.5258190456192,0.224828303328982,0.264355810708924,0.536103300685809,0.0950812480636797,0,1,1
60173ba4df028898aa20838a,0.677187121953053,4.97788546435103,1.46315173656506,1.65905067329379,0.15466178369431,0.208103129582516,0.664502611614074,0.290278256419773,0,1,1
6018a5c0e1600b187ccb8693,0.693692797642461,10.374111494653,1.7437105769491,1.16556298295497,0.214286794677409,0.281018710447713,0.451870939530897,0.10486410203788,0,1,1
601a2908d4210b238f755fed,0.740557608067759,5.10123452025904,1.57448672757141,1.56119046940663,0.105360017685108,0.553975785551356,0.75213855646441,0.25443681735331,0,1,1
601c6342141cd277e220c083,0.883188634798732,4.56838565623126,0.665190072602293,1.13952871602357,0.150228938549499,0.559241566619227,0.484795045700134,0.441562814622257,0,1,1
